iter	Logloss
112	0.4906803561
113	0.4898735379
114	0.488490011
115	0.4873031998
116	0.4860895965
117	0.4848600483
118	0.4837782783
119	0.482804849
120	0.4819517147
121	0.4809687737
122	0.4801436376
123	0.4789249626
124	0.4779313095
125	0.4770502749
126	0.4758278704
127	0.4750401819
128	0.4735775252
129	0.4726757516
130	0.471387325
131	0.4705813541
132	0.4690245224
133	0.4683756983
134	0.4673892597
135	0.4664946528
136	0.4656022
137	0.4647659027
138	0.4636599131
139	0.462572813
140	0.4617459424
141	0.4606764772
142	0.4597007534
143	0.4585723392
144	0.4577749334
145	0.4565824621
146	0.4555984906
147	0.4548480401
148	0.4537764381
149	0.4528468109
150	0.4514224982
151	0.4501480581
152	0.4493782661
153	0.4486845375
154	0.4476131057
155	0.4468973498
156	0.4461988007
157	0.4454553133
158	0.4444960232
159	0.4436380834
160	0.4426400078
161	0.442037973
162	0.4413720796
163	0.4404221029
164	0.4394893999
165	0.4386203764
166	0.4374447899
167	0.4367137844
168	0.4359073979
169	0.435115703
170	0.4343114422
171	0.4334767687
172	0.4326580705
173	0.4317758107
174	0.4309735378
175	0.430021964
176	0.4290031384
177	0.4278983984
178	0.4270000016
179	0.4261086161
180	0.4254497062
181	0.4246237127
182	0.4237552193
183	0.4230480613
184	0.4221248486
185	0.4213558671
186	0.4208330897
187	0.4200669304
188	0.4191308561
189	0.4184434908
190	0.4177835666
191	0.4168584511
192	0.4162709629
193	0.4153942572
194	0.4145062771
195	0.4136269079
196	0.4127329974
197	0.4121410063
198	0.4113947065
199	0.4105893231
200	0.4101601177
201	0.4095918074
202	0.4087994688
203	0.4081918165
204	0.4073253068
205	0.4064980759
206	0.4055944435
207	0.4050387472
208	0.4042708338
209	0.4033050715
210	0.4024514656
211	0.4017182776
212	0.4008594925
213	0.4003016816
214	0.3996609573
215	0.3990075269
216	0.3984408341
217	0.3977862924
218	0.3972198911
219	0.3965553829
220	0.3961250888
221	0.3958106437
222	0.3952163185
223	0.3945603111
224	0.3940472892
225	0.3934138667
226	0.3928317891
227	0.3922975042
228	0.3918289858
229	0.391302829
230	0.3907329156
231	0.3898710527
232	0.3891282295
233	0.3884232993
234	0.3874173215
235	0.386663764
236	0.3858644051
237	0.385274598
238	0.384725767
239	0.3840853833
240	0.383499419
241	0.3828486709
242	0.3822750085
243	0.3816218613
244	0.3812503698
245	0.3808567386
246	0.3803672863
247	0.379992933
248	0.379392164
249	0.37886428
250	0.3784946067
251	0.377756648
252	0.3772778482
253	0.3766487367
254	0.3761920117
255	0.3757150376
256	0.3752973821
257	0.3745594035
258	0.3740918411
259	0.3732919803
260	0.3727022442
261	0.3721559419
262	0.3714739343
263	0.3709194173
264	0.370398288
265	0.3697033808
266	0.3689763013
267	0.3683870321
268	0.3678653115
269	0.3673760604
270	0.366958532
271	0.3663690237
272	0.3656392956
273	0.3652136293
274	0.3647636703
275	0.3643565099
276	0.363743983
277	0.3633255549
278	0.3626949146
279	0.3621963406
280	0.3618672975
281	0.3613342159
282	0.36072115
283	0.3602393541
284	0.3598798805
285	0.3591150343
286	0.3585032785
287	0.3581653201
288	0.3576729607
289	0.3573625422
290	0.3569879253
291	0.3563063249
292	0.3556427038
293	0.3551860518
294	0.3547772772
295	0.3541044765
296	0.3535821746
297	0.353215245
298	0.3526053398
299	0.3519181168
300	0.3512600664
301	0.3508786256
302	0.3505817959
303	0.3501881393
304	0.3498804531
305	0.349201719
306	0.3489032604
307	0.3483850828
308	0.3481775094
309	0.3476019913
310	0.3471431482
311	0.3465876612
312	0.3462062209
313	0.3458440907
314	0.3452832747
315	0.3447256878
316	0.3441249924
317	0.343593007
318	0.3431710281
319	0.3425387503
320	0.3420651188
321	0.3414990335
322	0.3412092025
323	0.3406747452
324	0.3403580791
325	0.3399194017
326	0.3395229329
327	0.3391087468
328	0.3387888038
329	0.33841916
330	0.3380756951
331	0.3377962876
332	0.3372441786
333	0.3368237519
334	0.3363693196
335	0.3358183319
336	0.3351610612
337	0.3348218926
338	0.3343435756
339	0.333947754
340	0.3335757137
341	0.3333120377
342	0.3327392914
343	0.3321592295
344	0.3317994447
345	0.3312703917
346	0.330945948
347	0.3305128383
348	0.3298939672
349	0.3295468656
350	0.3292243249
351	0.3288151329
352	0.3281512901
353	0.3278633022
354	0.3275725626
355	0.3272877007
356	0.3270339984
357	0.3265713721
358	0.3261899635
359	0.3258140052
360	0.325518521
361	0.3251146594
362	0.3246654135
363	0.3241939137
364	0.323615731
365	0.3231880061
366	0.3228157849
367	0.3223718161
368	0.3221348743
369	0.3218488906
370	0.321446395
371	0.3211481116
372	0.3208225898
373	0.3206709451
374	0.320369559
375	0.3199084382
376	0.3197483631
377	0.3194705995
378	0.3191059344
379	0.31878424
380	0.3184752206
381	0.3181599295
382	0.3174677895
383	0.3169840915
384	0.3165599758
385	0.316054665
386	0.3157464845
387	0.3154721959
388	0.3152360061
389	0.3145611151
390	0.3141754738
391	0.3137780379
392	0.3133521506
393	0.3130247681
394	0.3127085158
395	0.3124346335
396	0.3120223257
397	0.3116187908
398	0.311160439
399	0.3107865435
400	0.3103761371
401	0.3099901383
402	0.3097312056
403	0.3094570547
404	0.3089730825
405	0.3085657456
406	0.3081272843
407	0.3076184813
408	0.3073714603
409	0.3070057208
410	0.3065674548
411	0.3059937568
412	0.3053473193
413	0.3047250102
414	0.3044094745
415	0.3040230223
416	0.3037456985
417	0.3035556262
418	0.3033302829
419	0.3028758691
420	0.3025883267
421	0.3023238109
422	0.3019702777
423	0.3015970798
424	0.3012688397
425	0.3010467862
426	0.3008647447
427	0.300352152
428	0.3000411547
429	0.2998136141
430	0.299565164
431	0.2991122374
432	0.2985029108
433	0.298198972
434	0.2978501637
435	0.2973881972
436	0.2971735361
437	0.2969527153
438	0.2965416107
439	0.2961926272
440	0.2957200841
441	0.2954541699
442	0.2953841958
443	0.2950313526
444	0.294761425
445	0.2944640589
446	0.2941419273
447	0.2937498829
448	0.2933253211
449	0.2929510917
450	0.2922052778
451	0.2918654634
452	0.2915849275
453	0.2911562279
454	0.2907979844
455	0.2904078957
456	0.2900339722
457	0.2896680903
458	0.2894432689
459	0.2891790912
460	0.2889474049
461	0.2885986986
462	0.2883041178
463	0.2879330553
464	0.2877184654
465	0.2874460599
466	0.287087646
467	0.2867231375
468	0.2862964035
469	0.2859300285
470	0.2856722834
471	0.2855163787
472	0.2851357209
473	0.2848007708
474	0.2845044646
475	0.2842001053
476	0.2838758861
477	0.283655061
478	0.2834012761
479	0.2831564239
480	0.282862476
481	0.2826185775
482	0.2822408757
483	0.2818856157
484	0.281713629
485	0.2814642695
486	0.281129324
487	0.2808089851
488	0.2806448782
489	0.2804062114
490	0.2803357739
491	0.2799757923
492	0.2794735986
493	0.2789467434
494	0.2785017504
495	0.2782996714
496	0.277931794
497	0.2774698725
498	0.2771669996
499	0.2770228255
500	0.2768142737
501	0.2765813766
502	0.2762118377
503	0.2759097765
504	0.275623748
505	0.2754037606
506	0.2751340294
507	0.2748403149
508	0.2746248349
509	0.2743502748
510	0.2741486245
511	0.2736769076
512	0.2733408369
513	0.2730284471
514	0.2726616025
515	0.2723679155
516	0.2721788346
517	0.2717563521
518	0.2715218694
519	0.2712411927
520	0.2708753201
521	0.2706882358
522	0.2705457122
523	0.2703778235
524	0.2702033089
525	0.2698314345
526	0.2696277935
527	0.2694493157
528	0.269234015
529	0.269162652
530	0.2689610474
531	0.2686021317
532	0.2683369832
533	0.2680067388
534	0.2677271739
535	0.2674825926
536	0.2671840546
537	0.2669130497
538	0.2666680106
539	0.2663022521
540	0.2661178064
541	0.2657174493
542	0.2652694937
543	0.2650498094
544	0.2646986484
545	0.2643237033
546	0.2640765999
547	0.2636089283
548	0.2632841958
549	0.2629156726
550	0.262609544
551	0.2624012647
552	0.262162934
553	0.2620234741
554	0.2617802016
555	0.2613479935
556	0.2610871599
557	0.2608753113
558	0.2605313675
559	0.2602108567
560	0.2598464234
561	0.2594741085
562	0.2590059743
563	0.2588802383
564	0.2586242003
565	0.2584505329
566	0.2580460781
567	0.2576937891
568	0.2573748238
569	0.2571543268
570	0.2569924412
571	0.2568843554
572	0.2565648348
573	0.2563454012
574	0.2559133578
575	0.2556181843
576	0.2552835236
577	0.2549639452
578	0.2547587733
579	0.2543466237
580	0.2540722604
581	0.253870609
582	0.2536268427
583	0.253233733
584	0.2530110136
585	0.2528622026
586	0.2525880206
587	0.2523284334
588	0.2520585939
589	0.2517094091
590	0.251515985
591	0.2514047159
592	0.2509629864
593	0.250658785
594	0.2503851732
595	0.2501637685
596	0.2499401387
597	0.2496404968
598	0.2494106436
599	0.2490431325
600	0.248974612
601	0.2488307145
602	0.2486628801
603	0.2485376999
604	0.248335136
605	0.2480102847
606	0.2477856473
607	0.2474887031
608	0.2473683775
609	0.247108221
610	0.246883931
611	0.2466324455
612	0.2464249623
613	0.2461752857
614	0.2459519316
615	0.2458236613
616	0.2455633915
617	0.2453691593
618	0.2450958348
619	0.244776619
620	0.2444909922
621	0.2444204879
622	0.244188741
623	0.2438339304
624	0.2437752588
625	0.243593969
626	0.2432173309
627	0.2430680113
628	0.2427027811
629	0.2424169314
630	0.242235396
631	0.2420647005
632	0.2418484376
633	0.2416749647
634	0.2414181002
635	0.2412626023
636	0.2411425722
637	0.2409825542
638	0.2407649901
639	0.2406089201
640	0.2405336689
641	0.240396458
642	0.2402147833
643	0.2399512275
644	0.2397932182
645	0.2396302677
646	0.2394807204
647	0.2392071936
648	0.2390012519
649	0.2386921569
650	0.2386182865
651	0.2384127209
652	0.2382749321
653	0.2379562826
654	0.2377509663
655	0.2375758332
656	0.2373645752
657	0.2370345805
658	0.2368001818
659	0.236449421
660	0.2361812317
661	0.2359375523
662	0.2357256787
663	0.2355835991
664	0.2354958592
665	0.2352543952
666	0.2350730946
667	0.2348501541
668	0.2346817019
669	0.2345744676
670	0.2343909434
671	0.2341102818
672	0.233931213
673	0.2337586489
674	0.233485643
675	0.2331656958
676	0.232978612
677	0.2327413679
678	0.232410339
679	0.232333475
680	0.2320572662
681	0.2315890997
682	0.2313759025
683	0.2311919781
684	0.2310201236
685	0.2307515435
686	0.2306469089
687	0.2305801365
688	0.2302590009
689	0.2301042482
690	0.2298451814
691	0.2296007913
692	0.2294096106
693	0.229299678
694	0.2290519718
695	0.2288629033
696	0.2287474599
697	0.2284872276
698	0.2282754819
699	0.22817611
700	0.2280109095
701	0.2279254731
702	0.2277205511
703	0.227493032
704	0.2272351648
705	0.2270935102
706	0.2268648613
707	0.2267095427
708	0.2264795701
709	0.2263384865
710	0.2260669115
711	0.2259695969
712	0.2257677102
713	0.2255095721
714	0.2253732469
715	0.2251469064
716	0.2249410885
717	0.2247955337
718	0.2246855735
719	0.2244113631
720	0.2241948052
721	0.2240816798
722	0.2237453619
723	0.2235237312
724	0.2232922498
725	0.2230873628
726	0.2229180125
727	0.2227621839
728	0.2225790594
729	0.2223419637
730	0.2221808392
731	0.2220074629
732	0.2218707746
733	0.2216786492
734	0.2214822033
735	0.2213201832
736	0.2212283848
737	0.2209944366
738	0.2209132733
739	0.2205974463
740	0.2204783492
741	0.2203096121
742	0.2201300561
743	0.2198036323
744	0.2197085272
745	0.2196245697
746	0.2193994571
747	0.2192273035
748	0.2190322285
749	0.2189601276
750	0.2187574884
751	0.2185575837
752	0.2184700129
753	0.2181927194
754	0.2179185994
755	0.2177835323
756	0.2175719128
757	0.2174701501
758	0.2172835153
759	0.216976004
760	0.2167654737
761	0.2166123422
762	0.2163219292
763	0.2162188108
764	0.2161446753
765	0.216038164
766	0.2158607711
767	0.2157489339
768	0.2153190998
769	0.2150268728
770	0.2148136457
771	0.2146321462
772	0.2144681894
773	0.2142580933
774	0.2140174669
775	0.213832773
776	0.2136318382
777	0.2134977348
778	0.2133422319
779	0.2131238671
780	0.2130455097
781	0.2128653617
782	0.2126471624
783	0.2125286125
784	0.2124084175
785	0.2121614455
786	0.2117391228
787	0.2114462597
788	0.2112284195
789	0.2111038822
790	0.2109634572
791	0.2107465259
792	0.2105748666
793	0.2103456115
794	0.2101272448
795	0.2098872924
796	0.209695594
797	0.2095001324
798	0.209295975
799	0.2091046947
800	0.2089609898
801	0.2088047434
802	0.2087007416
803	0.2084906594
804	0.2082969502
805	0.2082003722
806	0.207816832
807	0.2076121655
808	0.2070875023
809	0.2070121579
810	0.2068269523
811	0.206714732
812	0.2066202614
813	0.2065182172
814	0.2063208124
815	0.2061918189
816	0.2061157165
817	0.2059965955
818	0.2058354219
819	0.2056223242
820	0.2054477524
821	0.205396399
822	0.205287948
823	0.2052044224
824	0.2050341342
825	0.2047621843
826	0.2045722434
827	0.2043962464
828	0.2040683472
829	0.2037894079
830	0.2035996078
831	0.2035520316
832	0.2034044335
833	0.2031576401
834	0.2030556395
835	0.2028968187
836	0.2027589827
837	0.2025775992
838	0.2023993305
839	0.2021940774
840	0.2018999037
841	0.2017500035
842	0.2016535137
843	0.2013129734
844	0.2011261695
845	0.200804559
846	0.2006984594
847	0.2005275784
848	0.2004031526
849	0.2001725256
850	0.1999599921
851	0.1996735532
852	0.1994027731
853	0.1992613312
854	0.1991002066
855	0.1990531131
856	0.1990134305
857	0.1986930635
858	0.1985083176
859	0.1984076769
860	0.1983175168
861	0.1982140836
862	0.1980587719
863	0.1978556551
864	0.1976836337
865	0.197486144
866	0.1972926625
867	0.1970341271
868	0.1969100461
869	0.1967895443
870	0.1966167834
871	0.1965174237
872	0.1961516073
873	0.1959651877
874	0.1957620895
875	0.1957081872
876	0.1955273667
877	0.1954125405
878	0.1952539975
879	0.1950858281
880	0.1948649743
881	0.1946144227
882	0.1943833516
883	0.1942624664
884	0.1940361351
885	0.1939058646
886	0.1937219573
887	0.1934736997
888	0.1932799381
889	0.1930118776
890	0.1927975293
891	0.1927683221
892	0.1926921216
893	0.1925534051
894	0.1923417678
895	0.1922182343
896	0.1921687799
897	0.1920053357
898	0.1918831933
899	0.1916682561
900	0.1915306841
901	0.1912809802
902	0.1910762329
903	0.1909366964
904	0.190857181
905	0.1906750398
906	0.1904970848
907	0.1903634284
908	0.1901227004
909	0.1898515229
910	0.1896326398
911	0.1895015067
912	0.1893893444
913	0.1891810077
914	0.1890299659
915	0.188928084
916	0.1887794325
917	0.1887194645
918	0.1885275671
919	0.1883289289
920	0.1880841435
921	0.1879072663
922	0.1877476193
923	0.1875232505
924	0.1872491257
925	0.1871303947
926	0.1868604697
927	0.1866569876
928	0.1865144885
929	0.1863928713
930	0.186210205
931	0.186099119
932	0.1859321286
933	0.1857347878
934	0.1855316254
935	0.1853564593
936	0.1852688011
937	0.1851099557
938	0.1848739511
939	0.1847722196
940	0.1846127177
941	0.1844393125
942	0.1843171198
943	0.184219429
944	0.1840319167
945	0.1838951636
946	0.1836902118
947	0.1835080904
948	0.1834942911
949	0.1834119786
950	0.1833275871
951	0.1832523249
952	0.1830294845
953	0.1828027598
954	0.1826392706
955	0.1824089804
956	0.182343107
957	0.1822001434
958	0.1820432372
959	0.1818181872
960	0.1815887232
961	0.1815166808
962	0.181404066
963	0.1813365697
964	0.181183334
965	0.180949882
966	0.1806529667
967	0.1804957642
968	0.1802649787
969	0.1801753946
970	0.1799565841
971	0.1797206514
972	0.1796451233
973	0.1795182941
974	0.1794168039
975	0.1792544497
976	0.1790314271
977	0.1787323369
978	0.1785901307
979	0.1784596579
980	0.1784277311
981	0.1783234664
982	0.1782132876
983	0.1780463694
984	0.1777616342
985	0.1776039963
986	0.1773876069
987	0.1772518358
988	0.177143496
989	0.1769183578
990	0.1767658628
991	0.1765097126
992	0.176337785
993	0.1762024862
994	0.1761864932
995	0.1758357311
996	0.1757384512
997	0.175614233
998	0.1753684766
999	0.1752620105
